,Employee Number,Annual Leave Entitlement,entitlement,days taken,difference,Excess
977,52971,7,,,,False
978,52991,12,,,,False
979,53139,21,,,,False
980,53388,12,12.0,16.0,4.0,4.0
981,53609,21,,,,False
982,53645,7,7.0,10.0,3.0,3.0
983,53660,7,,,,False
984,53666,7,7.0,14.0,7.0,7.0
985,53739,24,,,,False
986,53753,18,,,,False
987,53778,12,,,,False
988,53808,7,7.0,15.0,8.0,8.0
989,53810,14,,,,False
990,53881,14,14.0,24.0,10.0,10.0
991,54098,24,,,,False
992,54099,24,,,,False
993,54103,18,18.0,26.0,8.0,8.0
994,54256,7,7.0,18.0,11.0,11.0
995,54281,7,7.0,14.0,7.0,7.0
996,54324,18,,,,False
997,54457,7,7.0,8.0,1.0,1.0
998,54505,7,,,,False
999,54749,7,7.0,8.0,1.0,1.0
1000,54755,12,,,,False
1001,54761,7,7.0,14.0,7.0,7.0
1002,54836,7,,,,False
1003,54956,18,,,,False
1004,55379,12,,,,False
1005,55485,18,,,,False
1006,55766,12,,,,False
1007,56073,7,,,,False
1008,56228,24,,,,False
1009,56499,7,,,,False
1010,56542,24,,,,False
1011,56554,18,,,,False
1012,56574,24,,,,False
1013,56690,18,18.0,19.0,1.0,1.0
1014,56721,24,,,,False
1015,56757,7,7.0,9.0,2.0,2.0
1016,56799,24,,,,False
1017,56828,24,,,,False
1018,57117,21,,,,False
1019,57280,12,,,,False
1020,57281,7,,,,False
1021,57283,12,,,,False
1022,57395,24,,,,False
1023,57396,14,,,,False
1024,57525,14,,,,False
1025,57732,14,,,,False
1026,58113,24,,,,False
1027,58114,18,,,,False
1028,58158,24,,,,False
1029,58209,21,,,,False
1030,58210,24,,,,False
1031,58357,7,,,,False
1032,58463,7,,,,False
1033,58464,7,7.0,14.0,7.0,7.0
1034,58516,18,,,,False
1035,58844,7,7.0,10.0,3.0,3.0
1036,58910,18,18.0,24.0,6.0,6.0
1037,58943,18,,,,False
1038,58951,18,,,,False
1039,58969,18,,,,False
1040,59026,7,,,,False
1041,59078,18,,,,False
1042,59137,24,,,,False
1043,59409,7,7.0,8.0,1.0,1.0
1044,59417,24,,,,False
1045,59418,7,,,,False
1046,59706,7,7.0,10.0,3.0,3.0
1047,59712,7,,,,False
1048,59766,24,,,,False
1049,59767,21,,,,False
1050,59818,24,,,,False
1051,59832,24,,,,False
1052,59842,18,,,,False
1053,59873,21,,,,False
1054,59893,24,,,,False
1055,59914,24,,,,False
1056,59964,7,,,,False
1057,60012,18,18.0,24.5,6.5,6.5
1058,60087,7,,,,False
1059,60100,7,,,,False
1060,60183,18,,,,False
1061,60207,7,,,,False
1062,60216,24,,,,False
1063,60237,18,,,,False
1064,60366,24,,,,False
1065,60744,7,7.0,9.0,2.0,2.0
1066,60745,7,7.0,9.0,2.0,2.0
1067,60749,12,,,,False
1068,60805,18,,,,False
1069,60813,18,,,,False
1070,60815,18,,,,False
1071,60869,18,,,,False
1072,61108,24,,,,False
1073,61110,21,,,,False
1074,61119,12,,,,False
1075,61174,12,,,,False
1076,61235,12,,,,False
1077,61242,7,,,,False
1078,61243,18,18.0,23.0,5.0,5.0
1079,61245,7,7.0,11.0,4.0,4.0
1080,61345,7,,,,False
1081,61382,18,,,,False
1082,61499,24,,,,False
1083,61500,24,,,,False
1084,61533,7,,,,False
1085,61535,7,7.0,8.0,1.0,1.0
1086,61698,7,,,,False
1087,61701,7,7.0,19.0,12.0,12.0
1088,61725,12,,,,False
1089,61751,7,7.0,12.0,5.0,5.0
1090,61760,12,,,,False
1091,61777,12,,,,False
1092,61869,18,,,,False
1093,61875,24,,,,False
1094,61934,7,,,,False
1095,61941,18,,,,False
1096,61992,7,7.0,10.0,3.0,3.0
1097,62003,7,,,,False
1098,62004,7,,,,False
1099,62005,7,,,,False
1100,62121,7,,,,False
1101,62400,7,,,,False
1102,62414,18,,,,False
1103,62493,14,,,,False
1104,62503,7,7.0,8.0,1.0,1.0
1105,62690,18,18.0,20.0,2.0,2.0
1106,62889,12,12.0,12.5,0.5,0.5
1107,62891,12,,,,False
1108,62944,12,12.0,13.0,1.0,1.0
1109,62974,12,,,,False
1110,62977,7,,,,False
1111,62979,7,,,,False
1112,63275,21,,,,False
1113,63510,7,,,,False
1114,63753,7,7.0,14.0,7.0,7.0
1115,63904,7,7.0,8.0,1.0,1.0
1116,63992,7,,,,False
1117,64054,12,,,,False
1118,64107,12,12.0,15.0,3.0,3.0
1119,64110,18,,,,False
1120,64126,21,,,,False
1121,64127,12,12.0,15.0,3.0,3.0
1122,64128,24,,,,False
1123,64130,21,21.0,37.5,16.5,16.5
1124,64217,18,,,,False
1125,64264,7,7.0,9.0,2.0,2.0
1126,64265,7,,,,False
1127,64458,24,,,,False
1128,64692,7,7.0,14.0,7.0,7.0
1129,64798,12,12.0,13.0,1.0,1.0
1130,64867,7,7.0,12.0,5.0,5.0
1131,64878,7,,,,False
1132,64880,7,,,,False
1133,64883,7,,,,False
1134,64987,18,,,,False
1135,65096,18,,,,False
1136,65109,7,,,,False
1137,65191,18,,,,False
1138,65449,7,7.0,12.0,5.0,5.0
1139,65830,7,,,,False
1140,65953,18,,,,False
1141,66056,21,,,,False
1142,66072,7,,,,False
1143,66113,7,,,,False
1144,66175,21,,,,False
1145,66241,7,,,,False
1146,66509,18,,,,False
1147,66577,12,,,,False
1148,66587,18,,,,False
1149,67000,7,7.0,8.0,1.0,1.0
1150,67175,7,7.0,11.0,4.0,4.0
1151,67716,7,7.0,9.0,2.0,2.0
1152,67965,7,,,,False
1153,68091,7,,,,False
1154,68619,7,,,,False
1155,69012,18,,,,False
1156,69090,24,,,,False
1157,69095,7,7.0,12.0,5.0,5.0
1158,69116,12,12.0,14.0,2.0,2.0
1159,69404,12,12.0,13.0,1.0,1.0
1160,69429,14,,,,False
1161,69718,21,,,,False
1162,69720,18,,,,False
1163,69722,21,,,,False
1164,69986,7,,,,False
1165,69991,7,,,,False
1166,70244,12,,,,False
1167,70367,7,,,,False
1168,70372,7,7.0,11.0,4.0,4.0
1169,70403,7,7.0,10.0,3.0,3.0
1170,70791,18,,,,False
1171,70792,7,,,,False
1172,70888,7,7.0,18.0,11.0,11.0
1173,70889,18,,,,False
1174,71232,24,,,,False
1175,71428,7,7.0,14.0,7.0,7.0
1176,71510,7,7.0,8.0,1.0,1.0
1177,71628,12,,,,False
1178,71641,18,,,,False
1179,71713,7,,,,False
1180,71991,7,7.0,14.0,7.0,7.0
1181,72022,7,,,,False
1182,72042,24,,,,False
1183,72091,7,,,,False
1184,72203,18,,,,False
1185,72432,18,,,,False
1186,72532,7,,,,False
1187,72609,21,,,,False
1188,72756,18,18.0,19.5,1.5,1.5
1189,73237,7,,,,False
1190,73296,21,,,,False
1191,73639,7,7.0,12.0,5.0,5.0
1192,73892,7,7.0,17.0,10.0,10.0
1193,74100,7,,,,False
1194,74325,18,,,,False
1195,74326,18,,,,False
1196,74382,7,,,,False
1197,74676,18,,,,False
1198,74722,18,,,,False
1199,74769,7,7.0,9.0,2.0,2.0
1200,74822,12,12.0,18.0,6.0,6.0
1201,74866,18,,,,False
1202,75033,24,,,,False
1203,75188,18,,,,False
1204,75191,7,,,,False
1205,75346,7,7.0,11.0,4.0,4.0
1206,75437,18,,,,False
1207,75449,7,7.0,8.0,1.0,1.0
1208,75744,12,12.0,13.0,1.0,1.0
1209,75747,18,,,,False
1210,75827,7,,,,False
1211,75851,18,,,,False
1212,75897,18,,,,False
1213,76032,7,,,,False
1214,76201,12,,,,False
1215,76227,7,7.0,9.0,2.0,2.0
1216,76291,7,,,,False
1217,76483,18,,,,False
1218,76486,14,,,,False
1219,76598,18,,,,False
1220,77165,21,,,,False
1221,77175,21,,,,False
1222,77176,18,,,,False
1223,77199,18,,,,False
1224,77273,7,,,,False
1225,77475,18,,,,False
1226,77545,18,,,,False
1227,77868,18,18.0,22.5,4.5,4.5
1228,77873,21,,,,False
1229,77874,24,,,,False
1230,77875,21,,,,False
1231,77876,18,,,,False
1232,77878,14,14.0,20.0,6.0,6.0
1233,77882,7,7.0,14.0,7.0,7.0
1234,77883,12,,,,False
1235,77930,7,7.0,8.0,1.0,1.0
1236,77997,24,,,,False
1237,78024,7,,,,False
1238,78228,12,,,,False
1239,78237,7,7.0,8.0,1.0,1.0
1240,78241,7,,,,False
1241,78411,7,,,,False
1242,78465,12,,,,False
1243,78496,7,7.0,9.0,2.0,2.0
1244,200230,18,18.0,19.5,1.5,1.5
1245,200268,21,,,,False
1246,200269,12,12.0,17.0,5.0,5.0
1247,200729,18,,,,False
1248,200783,7,,,,False
1249,200869,7,,,,False
1250,200874,18,,,,False
1251,200969,7,,,,False
1252,201043,18,,,,False
1253,201098,7,,,,False
1254,201874,7,,,,False
1255,201970,7,,,,False
1256,202139,7,7.0,11.0,4.0,4.0
1257,202266,7,,,,False
1258,202460,24,,,,False
1259,202463,18,,,,False
1260,202468,18,,,,False
1261,202523,7,,,,False
1262,202678,12,,,,False
1263,202683,18,,,,False
1264,202685,18,,,,False
1265,202686,21,,,,False
1266,202688,24,,,,False
1267,202817,7,,,,False
1268,202943,21,,,,False
1269,202944,12,12.0,14.0,2.0,2.0
1270,202946,21,,,,False
1271,203053,7,7.0,14.0,7.0,7.0
1272,203356,21,,,,False
1273,203382,24,,,,False
1274,203388,12,,,,False
1275,203430,7,7.0,8.0,1.0,1.0
1276,203434,7,,,,False
1277,203464,18,,,,False
1278,203748,21,,,,False
1279,203754,24,,,,False
1280,203876,12,,,,False
1281,204121,7,,,,False
1282,204157,18,,,,False
1283,204278,18,,,,False
1284,204382,7,7.0,13.0,6.0,6.0
1285,204389,18,,,,False
1286,204408,7,,,,False
1287,204418,7,,,,False
1288,204423,7,7.0,11.0,4.0,4.0
1289,204498,7,7.0,13.0,6.0,6.0
1290,204585,21,,,,False
1291,204662,7,,,,False
1292,204753,7,,,,False
1293,204883,7,,,,False
1294,205182,21,,,,False
1295,205184,24,,,,False
1296,205287,18,,,,False
1297,205637,24,,,,False
1298,205827,18,,,,False
1299,205918,12,,,,False
1300,206109,7,,,,False
1301,206220,7,7.0,12.0,5.0,5.0
1302,206310,24,,,,False
1303,206312,14,14.0,16.0,2.0,2.0
1304,206314,24,,,,False
1305,206502,12,,,,False
1306,206520,18,,,,False
1307,206629,24,,,,False
1308,206860,7,,,,False
1309,206994,21,,,,False
1310,207049,21,,,,False
1311,207056,18,,,,False
1312,207112,7,,,,False
1313,207222,7,,,,False
1314,207776,7,,,,False
1315,207778,7,,,,False
1316,207997,18,,,,False
1317,208008,24,,,,False
1318,208178,7,,,,False
1319,208303,18,,,,False
1320,208304,7,,,,False
1321,208306,12,,,,False
1322,208308,7,,,,False
1323,208525,12,,,,False
1324,208938,18,,,,False
1325,208941,24,24.0,28.5,4.5,4.5
1326,208942,18,,,,False
1327,209233,18,,,,False
1328,209326,18,18.0,24.0,6.0,6.0
1329,209556,18,,,,False
1330,209872,18,,,,False
1331,209983,7,,,,False
1332,210114,7,,,,False
1333,210663,7,,,,False
1334,211025,18,,,,False
1335,211268,21,,,,False
1336,212169,7,7.0,10.0,3.0,3.0
1337,212320,18,,,,False
1338,212360,21,,,,False
1339,212673,18,,,,False
1340,213128,7,7.0,9.0,2.0,2.0
1341,213253,7,7.0,11.0,4.0,4.0
1342,213269,7,7.0,11.0,4.0,4.0
1343,213325,18,18.0,21.0,3.0,3.0
1344,213419,7,,,,False
1345,213426,7,7.0,8.0,1.0,1.0
1346,213429,7,,,,False
1347,213567,12,,,,False
1348,213586,7,,,,False
1349,214345,7,7.0,8.0,1.0,1.0
1350,214760,7,,,,False
1351,214814,7,7.0,11.0,4.0,4.0
1352,215453,12,,,,False
1353,215563,24,,,,False
1354,216081,7,,,,False
1355,216375,12,,,,False
1356,216587,18,,,,False
1357,216631,7,7.0,9.0,2.0,2.0
1358,216799,7,,,,False
1359,216914,7,7.0,8.0,1.0,1.0
1360,216967,21,,,,False
1361,216974,7,7.0,13.0,6.0,6.0
1362,216985,7,,,,False
1363,217222,7,,,,False
1364,217249,12,12.0,17.0,5.0,5.0
1365,217264,7,7.0,9.0,2.0,2.0
1366,217276,18,,,,False
1367,217569,7,,,,False
1368,217796,24,,,,False
1369,217926,18,,,,False
1370,218041,7,,,,False
1371,218092,12,,,,False
1372,218281,12,,,,False
1373,218498,7,7.0,15.0,8.0,8.0
1374,218499,7,,,,False
1375,218565,7,,,,False
1376,218966,7,7.0,13.0,6.0,6.0
1377,219245,21,,,,False
1378,220831,24,,,,False
1379,220888,24,,,,False
1380,222333,12,,,,False
1381,223553,12,,,,False
1382,223954,21,,,,False
1383,224134,24,,,,False
1384,224751,18,,,,False
1385,224771,18,,,,False
1386,224855,18,,,,False
1387,224876,12,,,,False
1388,224906,7,7.0,12.0,5.0,5.0
1389,224931,7,,,,False
1390,225139,7,7.0,15.0,8.0,8.0
1391,225254,21,,,,False
1392,225483,18,,,,False
1393,225484,18,,,,False
1394,226167,12,,,,False
1395,226544,7,,,,False
1396,226741,7,,,,False
1397,226757,24,,,,False
1398,227241,7,,,,False
1399,227399,18,,,,False
1400,227758,7,7.0,8.0,1.0,1.0
1401,227760,7,,,,False
1402,227761,7,,,,False
1403,227938,7,,,,False
1404,228346,21,,,,False
1405,228520,7,,,,False
1406,228593,21,,,,False
1407,228595,12,,,,False
1408,228685,24,,,,False
1409,228924,7,7.0,10.0,3.0,3.0
1410,229026,18,,,,False
1411,229103,24,24.0,25.5,1.5,1.5
1412,229105,18,,,,False
1413,229113,18,,,,False
1414,229117,12,,,,False
1415,229118,18,,,,False
1416,229121,18,,,,False
1417,229122,12,,,,False
1418,229216,7,,,,False
1419,229328,7,,,,False
1420,229349,7,,,,False
1421,229533,18,,,,False
1422,229870,7,,,,False
1423,229903,7,7.0,14.0,7.0,7.0
1424,230456,7,7.0,10.0,3.0,3.0
1425,230826,7,,,,False
1426,230875,7,7.0,14.0,7.0,7.0
1427,231230,7,,,,False
1428,231261,7,,,,False
1429,231276,18,,,,False
1430,231304,7,7.0,12.0,5.0,5.0
1431,231384,14,,,,False
1432,231627,24,,,,False
1433,231629,21,21.0,32.5,11.5,11.5
1434,231813,18,,,,False
1435,231962,18,,,,False
1436,231963,18,,,,False
1437,232016,21,,,,False
1438,232117,7,,,,False
1439,232119,7,7.0,9.0,2.0,2.0
1440,232297,12,,,,False
1441,232341,7,7.0,9.0,2.0,2.0
1442,232502,12,12.0,14.0,2.0,2.0
1443,232504,12,,,,False
1444,232505,12,,,,False
1445,232548,12,,,,False
1446,232578,7,7.0,8.0,1.0,1.0
1447,232702,24,,,,False
1448,232952,7,,,,False
1449,233390,7,,,,False
1450,234036,7,7.0,11.0,4.0,4.0
1451,234161,18,,,,False
1452,234349,18,18.0,18.5,0.5,0.5
1453,234398,7,7.0,8.0,1.0,1.0
1454,234456,14,,,,False
1455,234481,12,,,,False
1456,234482,18,,,,False
1457,234616,12,,,,False
1458,234835,7,7.0,11.0,4.0,4.0
1459,235190,24,,,,False
1460,235361,18,,,,False
1461,235372,7,,,,False
1462,235728,21,,,,False
1463,236081,24,,,,False
1464,236417,12,,,,False
1465,236463,18,,,,False
1466,236484,7,7.0,8.0,1.0,1.0
1467,237225,12,,,,False
1468,237971,24,,,,False
1469,237972,24,,,,False
1470,238043,7,7.0,18.0,11.0,11.0
1471,238094,12,,,,False
1472,238228,21,,,,False
1473,238268,24,24.0,28.5,4.5,4.5
1474,238269,18,,,,False
1475,238320,7,7.0,23.0,16.0,16.0
1476,238356,12,12.0,15.0,3.0,3.0
1477,238380,18,,,,False
1478,238464,18,,,,False
1479,238770,7,,,,False
1480,238889,18,,,,False
1481,238910,12,,,,False
1482,238983,21,,,,False
1483,238999,7,,,,False
1484,239035,12,,,,False
1485,239112,18,,,,False
1486,239114,18,18.0,27.0,9.0,9.0
1487,239116,12,,,,False
1488,239281,18,,,,False
1489,239542,24,,,,False
1490,239595,12,,,,False
1491,239675,7,,,,False
1492,240513,14,14.0,17.0,3.0,3.0
1493,240558,7,,,,False
1494,240563,7,,,,False
1495,240731,7,,,,False
1496,240735,18,,,,False
1497,240737,12,12.0,14.0,2.0,2.0
1498,240781,7,7.0,9.0,2.0,2.0
1499,240836,7,,,,False
1500,240837,7,,,,False
1501,240947,18,,,,False
1502,240948,24,,,,False
1503,241019,12,,,,False
1504,241089,14,,,,False
1505,241166,7,7.0,9.0,2.0,2.0
1506,241167,7,,,,False
1507,241223,7,,,,False
1508,241685,18,18.0,25.0,7.0,7.0
1509,241696,7,,,,False
1510,241922,21,,,,False
1511,241968,24,,,,False
1512,241992,24,,,,False
1513,242999,21,,,,False
1514,243431,24,,,,False
1515,243433,21,,,,False
1516,243688,24,,,,False
1517,243816,21,,,,False
1518,243821,21,,,,False
1519,243823,24,,,,False
1520,243844,21,21.0,21.5,0.5,0.5
1521,244048,24,,,,False
1522,244232,21,,,,False
1523,245073,24,,,,False
1524,245365,21,,,,False
1525,245366,18,,,,False
1526,245372,21,,,,False
1527,245915,24,,,,False
1528,245947,24,,,,False
1529,246407,7,,,,False
1530,247620,21,,,,False
1531,247621,21,,,,False
1532,248053,21,,,,False
1533,248900,21,,,,False
1534,249300,21,,,,False
1535,249307,18,,,,False
1536,252340,21,,,,False
1537,266775,21,,,,False
1538,267136,24,,,,False
1539,284371,24,,,,False
1540,284961,24,,,,False
1541,288658,21,,,,False
1542,288663,24,,,,False
1543,290323,24,,,,False
1544,290382,21,,,,False
1545,290388,18,,,,False
1546,290390,24,,,,False
1547,291402,18,,,,False
1548,292272,24,,,,False
1549,292811,21,,,,False
1550,292813,24,,,,False
1551,293448,24,,,,False
1552,294883,24,,,,False
1553,296861,21,,,,False
1554,296868,21,,,,False
1555,297159,24,,,,False
1556,297714,24,,,,False
1557,298078,21,,,,False
1558,298389,24,,,,False
1559,298390,24,,,,False
1560,298701,24,,,,False
1561,298702,21,,,,False
1562,299152,24,,,,False
1563,301477,21,,,,False
1564,301658,18,,,,False
1565,302718,18,,,,False
1566,302828,18,18.0,20.5,2.5,2.5
1567,303619,24,,,,False
1568,303707,24,,,,False
1569,303927,21,,,,False
1570,304895,24,,,,False
1571,304920,18,,,,False
1572,304933,21,,,,False
1573,305326,21,,,,False
1574,305456,21,21.0,22.0,1.0,1.0
1575,305922,21,,,,False
1576,306839,24,,,,False
1577,307457,21,,,,False
1578,307516,21,,,,False
1579,307625,24,,,,False
1580,307997,21,,,,False
1581,308216,24,,,,False
1582,309083,24,,,,False
1583,309133,24,,,,False
1584,309338,21,21.0,24.0,3.0,3.0
1585,309366,18,,,,False
1586,310414,21,,,,False
1587,311369,24,,,,False
1588,312034,24,,,,False
1589,312428,21,,,,False
1590,312737,21,,,,False
1591,313369,24,,,,False
1592,313531,24,,,,False
1593,314452,21,,,,False
1594,314454,21,,,,False
1595,314456,24,,,,False
1596,314922,21,,,,False
1597,315115,21,21.0,21.5,0.5,0.5
1598,315118,18,,,,False
1599,315339,24,,,,False
1600,315550,18,,,,False
1601,315608,18,,,,False
1602,316369,18,,,,False
1603,318781,24,,,,False
1604,319283,24,24.0,25.5,1.5,1.5
1605,320039,24,,,,False
1606,320374,24,24.0,31.5,7.5,7.5
1607,321638,24,,,,False
1608,322446,24,,,,False
1609,322989,24,24.0,25.5,1.5,1.5
1610,323620,21,,,,False
1611,324055,21,21.0,24.0,3.0,3.0
1612,324284,24,,,,False
1613,324862,24,,,,False
1614,325996,24,24.0,28.5,4.5,4.5
1615,326000,21,,,,False
1616,326005,18,,,,False
1617,326202,21,,,,False
1618,326391,24,24.0,27.0,3.0,3.0
1619,327317,18,,,,False
1620,327319,24,,,,False
1621,328285,24,,,,False
1622,329767,18,18.0,22.0,4.0,4.0
1623,331566,21,,,,False
1624,331568,24,,,,False
1625,333329,21,21.0,27.5,6.5,6.5
1626,334033,24,,,,False
1627,334551,24,,,,False
1628,335316,24,,,,False
1629,336860,24,,,,False
1630,336957,18,,,,False
1631,337776,21,,,,False
1632,338608,21,21.0,22.5,1.5,1.5
1633,339526,24,,,,False
1634,341865,24,,,,False
1635,343694,18,,,,False
1636,345663,21,,,,False
1637,346155,24,,,,False
1638,348686,21,,,,False
1639,352457,24,,,,False
1640,352728,21,,,,False
1641,353760,21,,,,False
1642,354190,24,,,,False
1643,355472,24,,,,False
1644,356236,24,,,,False
1645,357567,24,,,,False
1646,358480,21,,,,False
1647,359229,18,,,,False
1648,359694,21,,,,False
1649,361305,21,,,,False
1650,361729,24,,,,False
1651,362639,24,,,,False
1652,363058,21,,,,False
1653,364025,24,,,,False
1654,364239,24,24.0,45.5,21.5,21.5
1655,365444,24,24.0,50.5,26.5,26.5
1656,365650,21,,,,False
1657,366475,24,,,,False
1658,366970,18,18.0,22.5,4.5,4.5
1659,367310,24,,,,False
1660,367312,24,,,,False
1661,368258,18,,,,False
1662,368264,18,,,,False
1663,368750,21,,,,False
1664,369425,24,,,,False
1665,369773,24,,,,False
1666,371740,18,,,,False
1667,373365,24,,,,False
1668,375834,21,,,,False
1669,375984,24,,,,False
1670,377162,21,,,,False
1671,379291,24,,,,False
1672,379434,24,,,,False
1673,379800,21,21.0,30.5,9.5,9.5
1674,381046,24,,,,False
1675,382093,21,,,,False
1676,382354,24,24.0,41.0,17.0,17.0
1677,383162,24,,,,False
1678,384687,21,,,,False
1679,384959,24,,,,False
1680,385098,18,,,,False
1681,386739,18,,,,False
1682,386744,24,,,,False
1683,387584,21,,,,False
1684,389528,21,,,,False
1685,391011,21,,,,False
1686,391019,24,,,,False
1687,392540,21,,,,False
1688,392551,18,,,,False
1689,393934,24,24.0,26.0,2.0,2.0
1690,394539,24,,,,False
1691,396843,24,,,,False
1692,398867,24,,,,False
1693,399583,21,21.0,21.5,0.5,0.5
1694,399794,21,,,,False
1695,401564,21,,,,False
1696,402623,21,,,,False
1697,404257,24,24.0,26.0,2.0,2.0
1698,404590,21,,,,False
1699,405995,21,,,,False
1700,410054,21,,,,False
1701,411777,21,,,,False
1702,412297,21,,,,False
1703,414717,18,,,,False
1704,416323,24,,,,False
1705,416646,21,,,,False
1706,416647,24,24.0,29.5,5.5,5.5
1707,422248,24,,,,False
1708,430955,21,,,,False
1709,432224,21,,,,False
1710,432780,21,,,,False
1711,434578,18,,,,False
1712,435186,21,,,,False
1713,437901,24,,,,False
1714,441933,24,,,,False
1715,441934,21,,,,False
1716,442391,18,,,,False
1717,443466,18,,,,False
1718,445098,24,,,,False
1719,445099,24,24.0,42.5,18.5,18.5
1720,446175,24,,,,False
1721,465365,24,,,,False
1722,465829,21,,,,False
1723,466082,18,,,,False
1724,466461,24,,,,False
1725,466462,21,,,,False
1726,466982,24,,,,False
1727,474041,24,,,,False
1728,474380,24,,,,False
1729,474938,24,,,,False
1730,474956,18,,,,False
1731,475168,24,,,,False
1732,475189,24,,,,False
1733,475194,24,,,,False
1734,476464,18,,,,False
1735,476626,21,,,,False
1736,477383,18,,,,False
1737,478410,18,,,,False
1738,478930,18,,,,False
1739,479266,24,,,,False
1740,479325,18,,,,False
1741,479377,24,,,,False
1742,479974,21,,,,False
1743,480126,24,,,,False
1744,480421,21,,,,False
1745,480507,24,,,,False
1746,480777,21,,,,False
1747,480801,21,,,,False
1748,480802,18,,,,False
1749,481190,21,,,,False
1750,481375,24,,,,False
1751,481550,21,,,,False
1752,481552,21,,,,False
1753,481747,24,,,,False
1754,481748,21,,,,False
1755,481865,18,,,,False
1756,483005,21,,,,False
1757,483930,18,,,,False
1758,485051,24,,,,False
1759,485160,24,,,,False
1760,487791,21,,,,False
1761,488155,18,,,,False
1762,488809,24,,,,False
1763,489295,24,,,,False
1764,491505,21,,,,False
1765,491876,24,,,,False
1766,491880,24,,,,False
1767,491980,21,,,,False
1768,492219,24,,,,False
1769,493729,24,,,,False
1770,494653,24,,,,False
1771,494654,21,,,,False
1772,495021,24,,,,False
1773,497114,24,,,,False
1774,497117,24,,,,False
1775,497436,21,,,,False
1776,497437,21,,,,False
1777,497439,24,,,,False
1778,498185,24,,,,False
